"fips","state","county","lat","lng","month.index","type","cases"
29165,"MO","platte county",39.3803,-94.7738,12,"wild bird",4
29165,"MO","platte county",39.3803,-94.7738,4,"wild bird",1
29173,"MO","ralls county",39.5277,-91.522,3,"non-poultry",100
29175,"MO","randolph county",39.4402,-92.4971,3,"wild bird",1
29175,"MO","randolph county",39.4402,-92.4971,4,"wild bird",1
29201,"MO","scott county",37.053,-89.5686,4,"wild bird",1
29183,"MO","st. charles county",38.782,-90.6749,10,"wild bird",2
29183,"MO","st. charles county",38.782,-90.6749,12,"wild bird",2
29183,"MO","st. charles county",38.782,-90.6749,4,"wild bird",1
29185,"MO","st. clair county",38.0372,-93.776,4,"wild bird",1
29189,"MO","st. louis county",38.6407,-90.4434,10,"wild bird",1
29189,"MO","st. louis county",38.6407,-90.4434,12,"wild bird",3
29189,"MO","st. louis county",38.6407,-90.4434,13,"captive wild bird",1
29189,"MO","st. louis county",38.6407,-90.4434,13,"wild bird",1
29189,"MO","st. louis county",38.6407,-90.4434,3,"wild bird",1
29189,"MO","st. louis county",38.6407,-90.4434,4,"wild bird",3
29207,"MO","stoddard county",36.8556,-89.9443,12,"wild bird",1
29207,"MO","stoddard county",36.8556,-89.9443,3,"poultry",294800
29217,"MO","vernon county",37.8506,-94.3424,12,"wild bird",1
29217,"MO","vernon county",37.8506,-94.3424,4,"wild bird",6
29225,"MO","webster county",37.2809,-92.8759,11,"poultry",24200
29225,"MO","webster county",37.2809,-92.8759,12,"wild bird",2
28003,"MS","alcorn county",34.8808,-88.5803,12,"wild bird",1
28023,"MS","clarke county",32.0414,-88.6894,12,"wild bird",1
28025,"MS","clay county",33.6557,-88.7816,13,"wild bird",10
28033,"MS","desoto county",34.8753,-89.9912,12,"wild bird",1
28055,"MS","issaquena county",32.7414,-90.9892,12,"wild bird",7
28055,"MS","issaquena county",32.7414,-90.9892,13,"wild bird",1
28055,"MS","issaquena county",32.7414,-90.9892,9,"wild bird",7
28061,"MS","jasper county",32.0191,-89.1189,13,"wild bird",20
28067,"MS","jones county",31.6226,-89.1688,13,"wild bird",10
28071,"MS","lafayette county",34.3568,-89.485,12,"wild bird",1
28077,"MS","lawrence county",31.5502,-90.107,11,"poultry",34400
28077,"MS","lawrence county",31.5502,-90.107,12,"wild bird",1
28083,"MS","leflore county",33.5505,-90.3011,12,"wild bird",11
28087,"MS","lowndes county",33.4729,-88.4433,11,"non-poultry",0
28087,"MS","lowndes county",33.4729,-88.4433,12,"wild bird",17
28089,"MS","madison county",32.6347,-90.0337,12,"wild bird",7
28095,"MS","monroe county",33.8923,-88.4805,12,"wild bird",1
28103,"MS","noxubee county",33.1101,-88.5697,12,"wild bird",20
28105,"MS","oktibbeha county",33.4249,-88.8793,12,"wild bird",5
28107,"MS","panola county",34.3639,-89.9506,12,"wild bird",1
28121,"MS","rankin county",32.2641,-89.9458,13,"wild bird",1
28123,"MS","scott county",32.4064,-89.5376,12,"wild bird",1
28135,"MS","tallahatchie county",33.9505,-90.1733,12,"wild bird",60
28151,"MS","washington county",33.2838,-90.9474,12,"wild bird",1
28151,"MS","washington county",33.2838,-90.9474,9,"wild bird",1
28159,"MS","winston county",33.0885,-89.0344,13,"wild bird",1
28163,"MS","yazoo county",32.7803,-90.3964,12,"wild bird",1
30001,"MT","beaverhead county",45.1327,-112.8988,5,"wild bird",1
30001,"MT","beaverhead county",45.1327,-112.8988,9,"wild bird",1
30003,"MT","big horn county",45.4234,-107.4897,12,"wild bird",8
30007,"MT","broadwater county",46.3324,-111.4955,5,"wild bird",4
30013,"MT","cascade county",47.308,-111.347,12,"wild bird",1
30013,"MT","cascade county",47.308,-111.347,13,"non-poultry",10
30013,"MT","cascade county",47.308,-111.347,13,"wild bird",2
30013,"MT","cascade county",47.308,-111.347,4,"poultry",22000
30013,"MT","cascade county",47.308,-111.347,5,"wild bird",3
30017,"MT","custer county",46.2527,-105.5717,5,"wild bird",1
30021,"MT","dawson county",47.2664,-104.8995,5,"wild bird",1
30023,"MT","deer lodge county",46.0608,-113.0678,5,"wild bird",1
30027,"MT","fergus county",47.2636,-109.2245,4,"non-poultry",110
30027,"MT","fergus county",47.2636,-109.2245,5,"non-poultry",20
30027,"MT","fergus county",47.2636,-109.2245,5,"wild bird",3
30029,"MT","flathead county",48.2951,-114.0497,12,"non-poultry",0
30029,"MT","flathead county",48.2951,-114.0497,7,"non-poultry",7
30029,"MT","flathead county",48.2951,-114.0497,7,"wild bird",1
30029,"MT","flathead county",48.2951,-114.0497,9,"wild bird",2
30031,"MT","gallatin county",45.5404,-111.1704,10,"wild bird",3
30031,"MT","gallatin county",45.5404,-111.1704,13,"wild bird",1
30031,"MT","gallatin county",45.5404,-111.1704,4,"non-poultry",20
30031,"MT","gallatin county",45.5404,-111.1704,4,"wild bird",3
30031,"MT","gallatin county",45.5404,-111.1704,5,"wild bird",8
30031,"MT","gallatin county",45.5404,-111.1704,6,"wild bird",1
30033,"MT","garfield county",47.2776,-106.9929,12,"wild bird",1
30035,"MT","glacier county",48.7051,-112.9948,10,"non-poultry",1100
30035,"MT","glacier county",48.7051,-112.9948,4,"poultry",54200
30039,"MT","granite county",46.4045,-113.4404,11,"poultry",40
30041,"MT","hill county",48.6282,-110.1112,10,"non-poultry",60
30041,"MT","hill county",48.6282,-110.1112,10,"wild bird",1
30045,"MT","judith basin county",47.0455,-110.266,4,"non-poultry",20
30047,"MT","lake county",47.6459,-114.0894,10,"wild bird",14
30047,"MT","lake county",47.6459,-114.0894,12,"wild bird",3
30047,"MT","lake county",47.6459,-114.0894,5,"wild bird",1
30049,"MT","lewis and clark county",47.1224,-112.3905,11,"captive wild bird",1
30049,"MT","lewis and clark county",47.1224,-112.3905,4,"wild bird",1
30057,"MT","madison county",45.3007,-111.9203,5,"wild bird",3
30061,"MT","mineral county",47.1472,-114.9983,5,"wild bird",1
30063,"MT","missoula county",47.0365,-113.9237,12,"wild bird",1
30063,"MT","missoula county",47.0365,-113.9237,4,"non-poultry",70
30063,"MT","missoula county",47.0365,-113.9237,6,"wild bird",1
30063,"MT","missoula county",47.0365,-113.9237,9,"wild bird",1
30067,"MT","park county",45.4884,-110.5267,5,"wild bird",1
30073,"MT","pondera county",48.2279,-112.2267,4,"non-poultry",2000
30073,"MT","pondera county",48.2279,-112.2267,5,"wild bird",2
30081,"MT","ravalli county",46.0817,-114.1207,10,"wild bird",1
30081,"MT","ravalli county",46.0817,-114.1207,13,"wild bird",1
30081,"MT","ravalli county",46.0817,-114.1207,5,"wild bird",2
30081,"MT","ravalli county",46.0817,-114.1207,6,"wild bird",2
30081,"MT","ravalli county",46.0817,-114.1207,9,"wild bird",1
30093,"MT","silver bow county",45.9024,-112.6567,5,"wild bird",1
30099,"MT","teton county",47.8372,-112.2406,10,"wild bird",11
30099,"MT","teton county",47.8372,-112.2406,11,"wild bird",2
30099,"MT","teton county",47.8372,-112.2406,4,"wild bird",1
30099,"MT","teton county",47.8372,-112.2406,5,"wild bird",6
30099,"MT","teton county",47.8372,-112.2406,9,"poultry",2800
30101,"MT","toole county",48.6554,-111.6957,12,"wild bird",1
30101,"MT","toole county",48.6554,-111.6957,4,"non-poultry",20
30111,"MT","yellowstone county",45.9373,-108.2744,12,"wild bird",1
30111,"MT","yellowstone county",45.9373,-108.2744,13,"wild bird",1
30111,"MT","yellowstone county",45.9373,-108.2744,4,"captive wild bird",1
30111,"MT","yellowstone county",45.9373,-108.2744,4,"wild bird",2
37013,"NC","beaufort county",35.494,-76.8598,1,"wild bird",9
37013,"NC","beaufort county",35.494,-76.8598,11,"wild bird",5
37013,"NC","beaufort county",35.494,-76.8598,2,"wild bird",4
37013,"NC","beaufort county",35.494,-76.8598,3,"wild bird",1
37017,"NC","bladen county",34.6146,-78.5637,2,"wild bird",4
37019,"NC","brunswick county",34.071,-78.2377,3,"wild bird",1
37031,"NC","carteret county",34.8357,-76.6589,11,"wild bird",1
37031,"NC","carteret county",34.8357,-76.6589,2,"wild bird",1
37031,"NC","carteret county",34.8357,-76.6589,9,"wild bird",1
37037,"NC","chatham county",35.7026,-79.2553,11,"wild bird",1
37049,"NC","craven county",35.1249,-77.0939,2,"wild bird",1
37049,"NC","craven county",35.1249,-77.0939,4,"wild bird",1
37053,"NC","currituck county",36.4031,-76.0059,2,"wild bird",11
37053,"NC","currituck county",36.4031,-76.0059,4,"wild bird",1
37055,"NC","dare county",35.7805,-75.7982,13,"wild bird",2
37055,"NC","dare county",35.7805,-75.7982,3,"wild bird",1
37057,"NC","davidson county",35.7933,-80.2128,3,"wild bird",1
37063,"NC","durham county",36.036,-78.8766,11,"non-poultry",30
37063,"NC","durham county",36.036,-78.8766,11,"wild bird",1
37063,"NC","durham county",36.036,-78.8766,4,"wild bird",1
37077,"NC","granville county",36.304,-78.6527,11,"wild bird",1
37081,"NC","guilford county",36.0795,-79.7889,12,"wild bird",1
37087,"NC","haywood county",35.556,-82.9822,11,"wild bird",1
37095,"NC","hyde county",35.5305,-76.2509,1,"wild bird",7
37095,"NC","hyde county",35.5305,-76.2509,12,"wild bird",8
37095,"NC","hyde county",35.5305,-76.2509,13,"wild bird",4
37095,"NC","hyde county",35.5305,-76.2509,2,"wild bird",26
37101,"NC","johnston county",35.5178,-78.3657,12,"wild bird",2
37101,"NC","johnston county",35.5178,-78.3657,3,"poultry",32100
37101,"NC","johnston county",35.5178,-78.3657,4,"poultry",28400
37133,"NC","onslow county",34.7321,-77.4321,11,"wild bird",1
37133,"NC","onslow county",34.7321,-77.4321,12,"non-poultry",60
37133,"NC","onslow county",34.7321,-77.4321,12,"wild bird",1
37135,"NC","orange county",36.0611,-79.1207,11,"wild bird",2
37137,"NC","pamlico county",35.1435,-76.7407,1,"wild bird",38
37137,"NC","pamlico county",35.1435,-76.7407,12,"wild bird",1
37137,"NC","pamlico county",35.1435,-76.7407,2,"wild bird",36
37137,"NC","pamlico county",35.1435,-76.7407,3,"wild bird",1
37137,"NC","pamlico county",35.1435,-76.7407,4,"wild bird",1
37159,"NC","rowan county",35.6394,-80.5248,13,"non-poultry",2
37161,"NC","rutherford county",35.4026,-81.9198,11,"wild bird",3
37179,"NC","union county",34.9884,-80.5307,11,"captive wild bird",1
37179,"NC","union county",34.9884,-80.5307,11,"non-poultry",50
37179,"NC","union county",34.9884,-80.5307,12,"non-poultry",9
37183,"NC","wake county",35.7903,-78.6503,10,"captive wild bird",2
37183,"NC","wake county",35.7903,-78.6503,10,"non-poultry",170
37183,"NC","wake county",35.7903,-78.6503,11,"captive wild bird",1
37183,"NC","wake county",35.7903,-78.6503,11,"wild bird",3
37183,"NC","wake county",35.7903,-78.6503,12,"captive wild bird",1
37183,"NC","wake county",35.7903,-78.6503,13,"captive wild bird",1
37183,"NC","wake county",35.7903,-78.6503,3,"wild bird",1
37187,"NC","washington county",35.8226,-76.5775,12,"wild bird",1
37187,"NC","washington county",35.8226,-76.5775,13,"wild bird",1
37191,"NC","wayne county",35.364,-78.004,4,"poultry",420900
38003,"ND","barnes county",46.9361,-98.0715,4,"poultry",90
38005,"ND","benson county",48.0694,-99.366,10,"wild bird",1
38005,"ND","benson county",48.0694,-99.366,5,"wild bird",7
38005,"ND","benson county",48.0694,-99.366,6,"wild bird",1
38009,"ND","bottineau county",48.7922,-100.8333,11,"poultry",130
38009,"ND","bottineau county",48.7922,-100.8333,4,"wild bird",5
38009,"ND","bottineau county",48.7922,-100.8333,5,"wild bird",4
38013,"ND","burke county",48.791,-102.5182,5,"non-poultry",50
38015,"ND","burleigh county",46.9775,-100.4687,10,"wild bird",4
38015,"ND","burleigh county",46.9775,-100.4687,12,"wild bird",1
38015,"ND","burleigh county",46.9775,-100.4687,3,"wild bird",1
38015,"ND","burleigh county",46.9775,-100.4687,4,"wild bird",1
38015,"ND","burleigh county",46.9775,-100.4687,5,"wild bird",5
38017,"ND","cass county",46.933,-97.248,11,"wild bird",1
38017,"ND","cass county",46.933,-97.248,4,"non-poultry",110
38017,"ND","cass county",46.933,-97.248,4,"wild bird",1
38017,"ND","cass county",46.933,-97.248,5,"wild bird",2
38017,"ND","cass county",46.933,-97.248,9,"non-poultry",6
38017,"ND","cass county",46.933,-97.248,9,"wild bird",1
38021,"ND","dickey county",46.1102,-98.5047,3,"poultry",30
38021,"ND","dickey county",46.1102,-98.5047,4,"poultry",60700
38021,"ND","dickey county",46.1102,-98.5047,4,"wild bird",1
38021,"ND","dickey county",46.1102,-98.5047,5,"wild bird",2
38023,"ND","divide county",48.8149,-103.4872,5,"wild bird",3
38025,"ND","dunn county",47.3568,-102.6182,9,"wild bird",30
38029,"ND","emmons county",46.2851,-100.2387,4,"wild bird",25
38031,"ND","foster county",47.4571,-98.883,3,"wild bird",21
38031,"ND","foster county",47.4571,-98.883,4,"wild bird",2
38035,"ND","grand forks county",47.9219,-97.4569,4,"wild bird",1
38035,"ND","grand forks county",47.9219,-97.4569,8,"wild bird",1
38037,"ND","grant county",46.3583,-101.6397,4,"wild bird",1
38037,"ND","grant county",46.3583,-101.6397,5,"wild bird",1
38041,"ND","hettinger county",46.4325,-102.4603,5,"wild bird",2
38043,"ND","kidder county",46.9801,-99.7801,3,"poultry",30
38043,"ND","kidder county",46.9801,-99.7801,9,"wild bird",1
38045,"ND","lamoure county",46.4569,-98.5355,3,"wild bird",1
38045,"ND","lamoure county",46.4569,-98.5355,4,"non-poultry",10
38045,"ND","lamoure county",46.4569,-98.5355,4,"poultry",78300
38045,"ND","lamoure county",46.4569,-98.5355,5,"wild bird",4
38047,"ND","logan county",46.4573,-99.4774,10,"wild bird",6
38049,"ND","mchenry county",48.2346,-100.6363,4,"wild bird",14
38049,"ND","mchenry county",48.2346,-100.6363,5,"wild bird",1
38049,"ND","mchenry county",48.2346,-100.6363,6,"poultry",30
38053,"ND","mckenzie county",47.7402,-103.3953,10,"wild bird",1
38055,"ND","mclean county",47.6069,-101.3218,4,"wild bird",1
38057,"ND","mercer county",47.3092,-101.8315,4,"wild bird",3
38057,"ND","mercer county",47.3092,-101.8315,5,"wild bird",1
38059,"ND","morton county",46.7161,-101.2811,5,"wild bird",1
38061,"ND","mountrail county",48.2013,-102.3557,11,"non-poultry",40
38063,"ND","nelson county",47.9217,-98.192,9,"non-poultry",50
38063,"ND","nelson county",47.9217,-98.192,9,"wild bird",1
38069,"ND","pierce county",48.2496,-99.9718,4,"wild bird",4
38069,"ND","pierce county",48.2496,-99.9718,5,"wild bird",1
38071,"ND","ramsey county",48.2689,-98.7201,10,"wild bird",4
38071,"ND","ramsey county",48.2689,-98.7201,4,"wild bird",1
38071,"ND","ramsey county",48.2689,-98.7201,5,"wild bird",3
38073,"ND","ransom county",46.4562,-97.6574,4,"wild bird",1
38073,"ND","ransom county",46.4562,-97.6574,9,"poultry",69100
38075,"ND","renville county",48.719,-101.6578,3,"wild bird",2
38075,"ND","renville county",48.719,-101.6578,4,"non-poultry",70
38075,"ND","renville county",48.719,-101.6578,4,"wild bird",6
38077,"ND","richland county",46.2646,-96.9483,4,"poultry",27520
38079,"ND","rolette county",48.7725,-99.8409,4,"captive wild bird",1
38081,"ND","sargent county",46.1078,-97.6306,4,"wild bird",6
38083,"ND","sheridan county",47.5755,-100.3456,4,"non-poultry",30
38083,"ND","sheridan county",47.5755,-100.3456,4,"wild bird",7
38087,"ND","slope county",46.4472,-103.4599,5,"wild bird",1
38089,"ND","stark county",46.8107,-102.6551,5,"wild bird",2
38091,"ND","steele county",47.4562,-97.7246,5,"wild bird",1
38093,"ND","stutsman county",46.9793,-98.9588,10,"wild bird",5
38093,"ND","stutsman county",46.9793,-98.9588,3,"wild bird",6
38093,"ND","stutsman county",46.9793,-98.9588,4,"poultry",60
38093,"ND","stutsman county",46.9793,-98.9588,4,"wild bird",19
38093,"ND","stutsman county",46.9793,-98.9588,5,"wild bird",16
38093,"ND","stutsman county",46.9793,-98.9588,6,"wild bird",2
38095,"ND","towner county",48.6855,-99.2458,4,"wild bird",23
38095,"ND","towner county",48.6855,-99.2458,5,"wild bird",19
38097,"ND","traill county",47.4542,-97.1616,10,"non-poultry",90
38101,"ND","ward county",48.2217,-101.5418,11,"poultry",20
38101,"ND","ward county",48.2217,-101.5418,4,"wild bird",9
38101,"ND","ward county",48.2217,-101.5418,9,"poultry",60
38103,"ND","wells county",47.5875,-99.6609,4,"wild bird",6
38105,"ND","williams county",48.3437,-103.4802,5,"wild bird",1
31013,"NE","box butte county",42.2198,-103.0857,10,"non-poultry",100
31013,"NE","box butte county",42.2198,-103.0857,12,"wild bird",5
31017,"NE","brown county",42.43,-99.9295,3,"wild bird",1
31023,"NE","butler county",41.2261,-97.1318,3,"poultry",988500
31027,"NE","cedar county",42.5993,-97.2524,3,"wild bird",1
31033,"NE","cheyenne county",41.2197,-102.995,13,"wild bird",1
31037,"NE","colfax county",41.574,-97.0865,12,"wild bird",3
31045,"NE","dawes county",42.7198,-103.1354,9,"non-poultry",40
31049,"NE","deuel county",41.1116,-102.3339,12,"wild bird",2
31051,"NE","dixon county",42.4931,-96.8677,11,"poultry",1700000
31051,"NE","dixon county",42.4931,-96.8677,4,"poultry",1746900
31055,"NE","douglas county",41.2954,-96.1543,10,"wild bird",1
31055,"NE","douglas county",41.2954,-96.1543,12,"wild bird",2
31055,"NE","douglas county",41.2954,-96.1543,13,"wild bird",1
31055,"NE","douglas county",41.2954,-96.1543,3,"wild bird",1
31055,"NE","douglas county",41.2954,-96.1543,4,"wild bird",1
31089,"NE","holt county",42.4557,-98.7838,3,"non-poultry",50
31107,"NE","knox county",42.6368,-97.8919,12,"non-poultry",10
31107,"NE","knox county",42.6368,-97.8919,12,"poultry",160
31107,"NE","knox county",42.6368,-97.8919,4,"poultry",2118000
31109,"NE","lancaster county",40.7842,-96.6878,12,"wild bird",1
31109,"NE","lancaster county",40.7842,-96.6878,3,"wild bird",1
31109,"NE","lancaster county",40.7842,-96.6878,4,"wild bird",2
31109,"NE","lancaster county",40.7842,-96.6878,5,"wild bird",1
31111,"NE","lincoln county",41.0478,-100.7452,13,"wild bird",2
31121,"NE","merrick county",41.169,-98.038,3,"non-poultry",90
31131,"NE","otoe county",40.6485,-96.1348,3,"wild bird",1
31145,"NE","red willow county",40.1758,-100.4769,12,"wild bird",2
31153,"NE","sarpy county",41.1129,-96.1119,5,"wild bird",1
31157,"NE","scotts bluff county",41.8505,-103.708,13,"non-poultry",7
31157,"NE","scotts bluff county",41.8505,-103.708,4,"non-poultry",30
31157,"NE","scotts bluff county",41.8505,-103.708,4,"wild bird",2
31177,"NE","washington county",41.5311,-96.222,4,"non-poultry",50
31185,"NE","york county",40.8727,-97.5971,10,"poultry",174400
31185,"NE","york county",40.8727,-97.5971,11,"wild bird",1
33001,"NH","belknap county",43.5179,-71.4227,13,"non-poultry",40
33001,"NH","belknap county",43.5179,-71.4227,4,"wild bird",2
33009,"NH","grafton county",43.9407,-71.8208,2,"wild bird",3
33009,"NH","grafton county",43.9407,-71.8208,7,"wild bird",1
33011,"NH","hillsborough county",42.9153,-71.7161,9,"wild bird",1
33013,"NH","merrimack county",43.2975,-71.6802,5,"wild bird",1
33013,"NH","merrimack county",43.2975,-71.6802,9,"poultry",250
33013,"NH","merrimack county",43.2975,-71.6802,9,"wild bird",10
33015,"NH","rockingham county",42.9876,-71.1254,2,"wild bird",46
33015,"NH","rockingham county",42.9876,-71.1254,3,"non-poultry",150
33015,"NH","rockingham county",42.9876,-71.1254,3,"wild bird",2
33015,"NH","rockingham county",42.9876,-71.1254,4,"wild bird",1
33015,"NH","rockingham county",42.9876,-71.1254,7,"wild bird",4
33017,"NH","strafford county",43.297,-71.0289,3,"wild bird",3
33019,"NH","sullivan county",43.3614,-72.2222,5,"wild bird",1
34003,"NJ","bergen county",40.9597,-74.0742,11,"non-poultry",60
34009,"NJ","cape may county",39.1496,-74.8002,2,"wild bird",21
34021,"NJ","mercer county",40.2834,-74.7018,12,"wild bird",2
34025,"NJ","monmouth county",40.2603,-74.2213,5,"poultry",60
34025,"NJ","monmouth county",40.2603,-74.2213,5,"wild bird",14
34029,"NJ","ocean county",39.8855,-74.2813,10,"non-poultry",90
34029,"NJ","ocean county",39.8855,-74.2813,10,"wild bird",3
34033,"NJ","salem county",39.5876,-75.3491,12,"wild bird",1
34033,"NJ","salem county",39.5876,-75.3491,5,"wild bird",5
34033,"NJ","salem county",39.5876,-75.3491,7,"wild bird",1
34037,"NJ","sussex county",41.1393,-74.6908,10,"wild bird",11
34037,"NJ","sussex county",41.1393,-74.6908,8,"wild bird",5
34041,"NJ","warren county",40.8572,-74.9973,10,"non-poultry",6
34041,"NJ","warren county",40.8572,-74.9973,10,"wild bird",1
34041,"NJ","warren county",40.8572,-74.9973,9,"wild bird",3
35001,"NM","bernalillo county",35.0514,-106.6702,10,"captive wild bird",1
35001,"NM","bernalillo county",35.0514,-106.6702,10,"non-poultry",40
35049,"NM","santa fe county",35.5069,-105.9763,13,"wild bird",1
35053,"NM","socorro county",34.0072,-106.9304,12,"wild bird",3
32510,"NV","carson city",39.1511,-119.7476,10,"wild bird",1
32510,"NV","carson city",39.1511,-119.7476,7,"non-poultry",40
32001,"NV","churchill county",39.5808,-118.3358,11,"wild bird",7
32001,"NV","churchill county",39.5808,-118.3358,12,"wild bird",1
32001,"NV","churchill county",39.5808,-118.3358,8,"wild bird",10
32001,"NV","churchill county",39.5808,-118.3358,9,"wild bird",2
32003,"NV","clark county",36.2152,-115.0135,10,"wild bird",2
32005,"NV","douglas county",38.9123,-119.6162,8,"wild bird",1
32005,"NV","douglas county",38.9123,-119.6162,9,"captive wild bird",1
32007,"NV","elko county",41.1458,-115.3577,10,"wild bird",3
32013,"NV","humboldt county",41.4068,-118.112,11,"wild bird",1
32013,"NV","humboldt county",41.4068,-118.112,12,"wild bird",1
32019,"NV","lyon county",39.0206,-119.189,10,"wild bird",6
32019,"NV","lyon county",39.0206,-119.189,13,"wild bird",1
32021,"NV","mineral county",38.5386,-118.435,11,"wild bird",2
32021,"NV","mineral county",38.5386,-118.435,12,"wild bird",4
32023,"NV","nye county",38.0424,-116.472,10,"poultry",1600
32027,"NV","pershing county",40.4403,-118.4045,12,"wild bird",1
32031,"NV","washoe county",40.6656,-119.6643,10,"wild bird",3
32031,"NV","washoe county",40.6656,-119.6643,9,"wild bird",12
36001,"NY","albany county",42.6002,-73.9736,10,"wild bird",5
36001,"NY","albany county",42.6002,-73.9736,13,"wild bird",1
36001,"NY","albany county",42.6002,-73.9736,4,"wild bird",1
36001,"NY","albany county",42.6002,-73.9736,5,"wild bird",1
36001,"NY","albany county",42.6002,-73.9736,9,"wild bird",10
36005,"NY","bronx county",40.85,-73.8661,9,"captive wild bird",5
36009,"NY","cattaraugus county",42.2486,-78.6788,5,"wild bird",1
36011,"NY","cayuga county",42.9175,-76.5545,13,"wild bird",1
36011,"NY","cayuga county",42.9175,-76.5545,3,"wild bird",5
36011,"NY","cayuga county",42.9175,-76.5545,4,"wild bird",1
36013,"NY","chautauqua county",42.2281,-79.3663,5,"wild bird",1
36013,"NY","chautauqua county",42.2281,-79.3663,6,"wild bird",1
36015,"NY","chemung county",42.1412,-76.76,9,"wild bird",1
36019,"NY","clinton county",44.7462,-73.6782,12,"wild bird",1
36019,"NY","clinton county",44.7462,-73.6782,13,"wild bird",3
36019,"NY","clinton county",44.7462,-73.6782,4,"wild bird",2
36019,"NY","clinton county",44.7462,-73.6782,5,"wild bird",1
36019,"NY","clinton county",44.7462,-73.6782,9,"wild bird",1
36021,"NY","columbia county",42.2501,-73.6318,10,"wild bird",2
36023,"NY","cortland county",42.595,-76.0703,9,"wild bird",2
36027,"NY","dutchess county",41.7651,-73.7429,10,"wild bird",2
36027,"NY","dutchess county",41.7651,-73.7429,13,"wild bird",1
36027,"NY","dutchess county",41.7651,-73.7429,2,"non-poultry",200
36027,"NY","dutchess county",41.7651,-73.7429,7,"wild bird",1
36029,"NY","erie county",42.7639,-78.7323,12,"wild bird",1
36029,"NY","erie county",42.7639,-78.7323,5,"wild bird",1
36031,"NY","essex county",44.1172,-73.7726,12,"wild bird",3
36033,"NY","franklin county",44.5929,-74.3038,13,"wild bird",3
36033,"NY","franklin county",44.5929,-74.3038,6,"wild bird",1
36035,"NY","fulton county",43.1138,-74.4222,4,"non-poultry",4
36037,"NY","genesee county",43.0009,-78.1937,10,"wild bird",21
36045,"NY","jefferson county",44.0495,-75.9208,11,"wild bird",1
36045,"NY","jefferson county",44.0495,-75.9208,6,"wild bird",1
36045,"NY","jefferson county",44.0495,-75.9208,7,"wild bird",2
36047,"NY","kings county",40.6395,-73.9385,11,"wild bird",1
36051,"NY","livingston county",42.7281,-77.7755,11,"wild bird",1
36051,"NY","livingston county",42.7281,-77.7755,4,"wild bird",1
36051,"NY","livingston county",42.7281,-77.7755,5,"wild bird",2
36051,"NY","livingston county",42.7281,-77.7755,6,"wild bird",1
36053,"NY","madison county",42.9128,-75.6697,10,"wild bird",1
36055,"NY","monroe county",43.1464,-77.6961,11,"wild bird",2
36055,"NY","monroe county",43.1464,-77.6961,3,"poultry",400
36055,"NY","monroe county",43.1464,-77.6961,4,"wild bird",1
36055,"NY","monroe county",43.1464,-77.6961,5,"wild bird",3
36055,"NY","monroe county",43.1464,-77.6961,9,"wild bird",2
36059,"NY","nassau county",40.7328,-73.5865,10,"wild bird",2
36059,"NY","nassau county",40.7328,-73.5865,11,"wild bird",1
36059,"NY","nassau county",40.7328,-73.5865,12,"wild bird",1
36059,"NY","nassau county",40.7328,-73.5865,13,"wild bird",1
36059,"NY","nassau county",40.7328,-73.5865,4,"wild bird",1
36059,"NY","nassau county",40.7328,-73.5865,9,"wild bird",1
36065,"NY","oneida county",43.2417,-75.4358,7,"wild bird",2
36065,"NY","oneida county",43.2417,-75.4358,9,"wild bird",23
36067,"NY","onondaga county",43.0058,-76.1946,10,"captive wild bird",1
36067,"NY","onondaga county",43.0058,-76.1946,13,"wild bird",4
36067,"NY","onondaga county",43.0058,-76.1946,3,"captive wild bird",2
36067,"NY","onondaga county",43.0058,-76.1946,4,"wild bird",2
36067,"NY","onondaga county",43.0058,-76.1946,7,"wild bird",1
36071,"NY","orange county",41.4021,-74.3056,10,"wild bird",2
36071,"NY","orange county",41.4021,-74.3056,12,"wild bird",2
36071,"NY","orange county",41.4021,-74.3056,5,"wild bird",1
36071,"NY","orange county",41.4021,-74.3056,6,"wild bird",1
36071,"NY","orange county",41.4021,-74.3056,9,"wild bird",1
36073,"NY","orleans county",43.2521,-78.2312,4,"poultry",30
36075,"NY","oswego county",43.4269,-76.1413,5,"wild bird",1
36081,"NY","queens county",40.7023,-73.8203,11,"poultry",170
36083,"NY","rensselaer county",42.7111,-73.5097,11,"wild bird",1
36083,"NY","rensselaer county",42.7111,-73.5097,13,"wild bird",1
36083,"NY","rensselaer county",42.7111,-73.5097,6,"wild bird",1
36087,"NY","rockland county",41.1524,-74.0241,5,"wild bird",1
36087,"NY","rockland county",41.1524,-74.0241,9,"wild bird",4
36091,"NY","saratoga county",43.1074,-73.8639,11,"wild bird",2
36091,"NY","saratoga county",43.1074,-73.8639,13,"wild bird",1
36091,"NY","saratoga county",43.1074,-73.8639,5,"wild bird",1
36091,"NY","saratoga county",43.1074,-73.8639,6,"wild bird",1
36093,"NY","schenectady county",42.8181,-74.0586,5,"wild bird",1
36095,"NY","schoharie county",42.5882,-74.4421,5,"wild bird",2
36099,"NY","seneca county",42.781,-76.8238,11,"wild bird",1
36099,"NY","seneca county",42.781,-76.8238,12,"wild bird",16
36099,"NY","seneca county",42.781,-76.8238,13,"wild bird",1
36099,"NY","seneca county",42.781,-76.8238,3,"wild bird",3
36099,"NY","seneca county",42.781,-76.8238,5,"wild bird",1
36099,"NY","seneca county",42.781,-76.8238,7,"wild bird",1
36099,"NY","seneca county",42.781,-76.8238,9,"wild bird",8
