fips,state,county,lat,lng,month.index,type,avg.temp,cases,binary.case
55093,WI,pierce county,44.7194,-92.4224,6,poultry,68.6,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,7,poultry,71.9,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,8,poultry,68.9,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,9,poultry,61.9,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,10,poultry,48.2,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,11,poultry,33.8,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,12,poultry,16.4,0,uninfected
55093,WI,pierce county,44.7194,-92.4224,13,poultry,21,0,uninfected
55095,WI,polk county,45.4614,-92.4413,1,poultry,5.5,0,uninfected
55095,WI,polk county,45.4614,-92.4413,2,poultry,10.5,0,uninfected
55095,WI,polk county,45.4614,-92.4413,3,poultry,27.8,0,uninfected
55095,WI,polk county,45.4614,-92.4413,4,poultry,37.4,22000,infected
55095,WI,polk county,45.4614,-92.4413,5,poultry,56.8,0,uninfected
55095,WI,polk county,45.4614,-92.4413,6,poultry,66.5,0,uninfected
55095,WI,polk county,45.4614,-92.4413,7,poultry,70.6,0,uninfected
55095,WI,polk county,45.4614,-92.4413,8,poultry,67.3,0,uninfected
55095,WI,polk county,45.4614,-92.4413,9,poultry,60.5,0,uninfected
55095,WI,polk county,45.4614,-92.4413,10,poultry,47.7,0,uninfected
55095,WI,polk county,45.4614,-92.4413,11,poultry,32.7,0,uninfected
55095,WI,polk county,45.4614,-92.4413,12,poultry,15,0,uninfected
55095,WI,polk county,45.4614,-92.4413,13,poultry,19.2,0,uninfected
55097,WI,portage county,44.476,-89.5014,1,poultry,9.9,0,uninfected
55097,WI,portage county,44.476,-89.5014,2,poultry,16.3,0,uninfected
55097,WI,portage county,44.476,-89.5014,3,poultry,30.1,0,uninfected
55097,WI,portage county,44.476,-89.5014,4,poultry,39.4,0,uninfected
55097,WI,portage county,44.476,-89.5014,5,poultry,58,0,uninfected
55097,WI,portage county,44.476,-89.5014,6,poultry,65.8,0,uninfected
55097,WI,portage county,44.476,-89.5014,7,poultry,69.5,0,uninfected
55097,WI,portage county,44.476,-89.5014,8,poultry,67.8,0,uninfected
55097,WI,portage county,44.476,-89.5014,9,poultry,60.6,0,uninfected
55097,WI,portage county,44.476,-89.5014,10,poultry,47.4,0,uninfected
55097,WI,portage county,44.476,-89.5014,11,poultry,35.7,0,uninfected
55097,WI,portage county,44.476,-89.5014,12,poultry,20.1,0,uninfected
55097,WI,portage county,44.476,-89.5014,13,poultry,23.8,0,uninfected
55099,WI,price county,45.6804,-90.3614,1,poultry,4.9,0,uninfected
55099,WI,price county,45.6804,-90.3614,2,poultry,9.3,0,uninfected
55099,WI,price county,45.6804,-90.3614,3,poultry,24.3,0,uninfected
55099,WI,price county,45.6804,-90.3614,4,poultry,35.2,0,uninfected
55099,WI,price county,45.6804,-90.3614,5,poultry,54.4,0,uninfected
55099,WI,price county,45.6804,-90.3614,6,poultry,62.1,0,uninfected
55099,WI,price county,45.6804,-90.3614,7,poultry,66.1,0,uninfected
55099,WI,price county,45.6804,-90.3614,8,poultry,64.3,0,uninfected
55099,WI,price county,45.6804,-90.3614,9,poultry,57.3,0,uninfected
55099,WI,price county,45.6804,-90.3614,10,poultry,44.8,0,uninfected
55099,WI,price county,45.6804,-90.3614,11,poultry,31.8,0,uninfected
55099,WI,price county,45.6804,-90.3614,12,poultry,15.2,0,uninfected
55099,WI,price county,45.6804,-90.3614,13,poultry,20.6,0,uninfected
55101,WI,racine county,42.7475,-88.0612,1,poultry,17.6,0,uninfected
55101,WI,racine county,42.7475,-88.0612,2,poultry,24,0,uninfected
55101,WI,racine county,42.7475,-88.0612,3,poultry,36.4,0,uninfected
55101,WI,racine county,42.7475,-88.0612,4,poultry,43.6,220,infected
55101,WI,racine county,42.7475,-88.0612,5,poultry,59.2,0,uninfected
55101,WI,racine county,42.7475,-88.0612,6,poultry,68.3,0,uninfected
55101,WI,racine county,42.7475,-88.0612,7,poultry,72.5,0,uninfected
55101,WI,racine county,42.7475,-88.0612,8,poultry,71,0,uninfected
55101,WI,racine county,42.7475,-88.0612,9,poultry,64.2,10000,infected
55101,WI,racine county,42.7475,-88.0612,10,poultry,50.3,0,uninfected
55101,WI,racine county,42.7475,-88.0612,11,poultry,40.8,0,uninfected
55101,WI,racine county,42.7475,-88.0612,12,poultry,26.6,0,uninfected
55101,WI,racine county,42.7475,-88.0612,13,poultry,29.5,0,uninfected
55103,WI,richland county,43.3756,-90.4295,1,poultry,11.4,0,uninfected
55103,WI,richland county,43.3756,-90.4295,2,poultry,19,0,uninfected
55103,WI,richland county,43.3756,-90.4295,3,poultry,33.7,0,uninfected
55103,WI,richland county,43.3756,-90.4295,4,poultry,42.3,0,uninfected
55103,WI,richland county,43.3756,-90.4295,5,poultry,59.7,0,uninfected
55103,WI,richland county,43.3756,-90.4295,6,poultry,67.2,0,uninfected
55103,WI,richland county,43.3756,-90.4295,7,poultry,71.1,0,uninfected
55103,WI,richland county,43.3756,-90.4295,8,poultry,68.9,0,uninfected
55103,WI,richland county,43.3756,-90.4295,9,poultry,62.3,0,uninfected
55103,WI,richland county,43.3756,-90.4295,10,poultry,48.8,0,uninfected
55103,WI,richland county,43.3756,-90.4295,11,poultry,37.7,0,uninfected
55103,WI,richland county,43.3756,-90.4295,12,poultry,20.9,0,uninfected
55103,WI,richland county,43.3756,-90.4295,13,poultry,24.3,0,uninfected
55105,WI,rock county,42.6712,-89.0716,1,poultry,14.8,0,uninfected
55105,WI,rock county,42.6712,-89.0716,2,poultry,22.1,0,uninfected
55105,WI,rock county,42.6712,-89.0716,3,poultry,36,0,uninfected
55105,WI,rock county,42.6712,-89.0716,4,poultry,43.3,0,uninfected
55105,WI,rock county,42.6712,-89.0716,5,poultry,61.4,0,uninfected
55105,WI,rock county,42.6712,-89.0716,6,poultry,69.1,0,uninfected
55105,WI,rock county,42.6712,-89.0716,7,poultry,72.5,0,uninfected
55105,WI,rock county,42.6712,-89.0716,8,poultry,70.1,0,uninfected
55105,WI,rock county,42.6712,-89.0716,9,poultry,63.5,0,uninfected
55105,WI,rock county,42.6712,-89.0716,10,poultry,49.9,0,uninfected
55105,WI,rock county,42.6712,-89.0716,11,poultry,39.5,0,uninfected
55105,WI,rock county,42.6712,-89.0716,12,poultry,23.8,0,uninfected
55105,WI,rock county,42.6712,-89.0716,13,poultry,28.4,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,1,poultry,5.8,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,2,poultry,10.4,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,3,poultry,26.5,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,4,poultry,36.6,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,5,poultry,55.7,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,6,poultry,63.9,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,7,poultry,68.2,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,8,poultry,66.1,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,9,poultry,59.1,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,10,poultry,46.3,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,11,poultry,32.8,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,12,poultry,15.8,0,uninfected
55107,WI,rusk county,45.4752,-91.1331,13,poultry,20.6,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,1,poultry,7,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,2,poultry,11.9,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,3,poultry,29.1,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,4,poultry,38.5,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,5,poultry,57.8,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,6,poultry,67.9,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,7,poultry,71.7,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,8,poultry,68.5,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,9,poultry,61.5,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,10,poultry,48.2,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,11,poultry,33.4,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,12,poultry,15.9,0,uninfected
55109,WI,st. croix county,45.034,-92.4526,13,poultry,20.5,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,1,poultry,11.5,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,2,poultry,19.4,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,3,poultry,33.2,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,4,poultry,41.9,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,5,poultry,59.4,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,6,poultry,66.9,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,7,poultry,70.9,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,8,poultry,68.9,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,9,poultry,61.9,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,10,poultry,48.4,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,11,poultry,38.2,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,12,poultry,21.4,0,uninfected
55111,WI,sauk county,43.4267,-89.9482,13,poultry,25.3,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,1,poultry,4.7,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,2,poultry,8.6,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,3,poultry,24.9,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,4,poultry,35.8,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,5,poultry,54.7,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,6,poultry,63,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,7,poultry,66.9,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,8,poultry,64.9,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,9,poultry,57.8,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,10,poultry,45.4,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,11,poultry,31.6,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,12,poultry,14.6,0,uninfected
55113,WI,sawyer county,45.88,-91.1446,13,poultry,19.7,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,1,poultry,10.2,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,2,poultry,16.9,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,3,poultry,29.5,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,4,poultry,39.5,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,5,poultry,57.2,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,6,poultry,65.3,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,7,poultry,68.8,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,8,poultry,67.1,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,9,poultry,59.9,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,10,poultry,46.7,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,11,poultry,36,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,12,poultry,20.5,0,uninfected
55115,WI,shawano county,44.7891,-88.7654,13,poultry,24.2,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,1,poultry,14.8,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,2,poultry,21.1,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,3,poultry,32.8,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,4,poultry,40.7,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,5,poultry,56.8,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,6,poultry,65.9,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,7,poultry,70.6,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,8,poultry,68.8,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,9,poultry,62.4,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,10,poultry,48.2,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,11,poultry,38.7,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,12,poultry,25,0,uninfected
55117,WI,sheboygan county,43.7212,-87.9454,13,poultry,28.2,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,1,poultry,6.7,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,2,poultry,11.7,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,3,poultry,26.4,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,4,poultry,36.8,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,5,poultry,55.6,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,6,poultry,63.5,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,7,poultry,67.4,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,8,poultry,65.7,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,9,poultry,58.6,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,10,poultry,45.5,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,11,poultry,33.6,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,12,poultry,16.3,0,uninfected
55119,WI,taylor county,45.2116,-90.5012,13,poultry,20.6,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,1,poultry,8.9,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,2,poultry,14.9,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,3,poultry,31.6,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,4,poultry,40,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,5,poultry,58.6,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,6,poultry,68.2,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,7,poultry,71.6,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,8,poultry,69.1,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,9,poultry,62.5,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,10,poultry,48.2,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,11,poultry,35.4,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,12,poultry,17.9,0,uninfected
55121,WI,trempealeau county,44.304,-91.3585,13,poultry,22,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,1,poultry,9.7,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,2,poultry,16.6,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,3,poultry,32.3,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,4,poultry,40.5,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,5,poultry,58.6,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,6,poultry,66.8,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,7,poultry,70.7,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,8,poultry,68.6,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,9,poultry,61.7,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,10,poultry,47.9,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,11,poultry,36,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,12,poultry,18.5,0,uninfected
55123,WI,vernon county,43.5939,-90.8344,13,poultry,22.2,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,1,poultry,4.9,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,2,poultry,8.4,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,3,poultry,22.1,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,4,poultry,34,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,5,poultry,53.2,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,6,poultry,60.4,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,7,poultry,64.4,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,8,poultry,63.2,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,9,poultry,55.6,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,10,poultry,43.6,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,11,poultry,31.1,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,12,poultry,15.5,0,uninfected
55125,WI,vilas county,46.0529,-89.5148,13,poultry,19.4,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,1,poultry,15.2,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,2,poultry,22.2,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,3,poultry,36,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,4,poultry,42.7,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,5,poultry,60.4,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,6,poultry,68.3,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,7,poultry,71.8,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,8,poultry,69.7,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,9,poultry,63.2,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,10,poultry,49.6,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,11,poultry,39.6,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,12,poultry,24.5,0,uninfected
55127,WI,walworth county,42.6685,-88.5419,13,poultry,28.4,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,1,poultry,4.1,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,2,poultry,8.4,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,3,poultry,25.4,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,4,poultry,36.2,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,5,poultry,55.2,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,6,poultry,64.2,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,7,poultry,68.4,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,8,poultry,66.1,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,9,poultry,58.7,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,10,poultry,46,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,11,poultry,31.7,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,12,poultry,14.1,0,uninfected
55129,WI,washburn county,45.8992,-91.7913,13,poultry,19.2,0,uninfected
55131,WI,washington county,43.3685,-88.2307,1,poultry,13.2,0,uninfected
55131,WI,washington county,43.3685,-88.2307,2,poultry,20.3,0,uninfected
55131,WI,washington county,43.3685,-88.2307,3,poultry,33,0,uninfected
55131,WI,washington county,43.3685,-88.2307,4,poultry,40.6,0,uninfected
55131,WI,washington county,43.3685,-88.2307,5,poultry,57.5,0,uninfected
55131,WI,washington county,43.3685,-88.2307,6,poultry,66.5,0,uninfected
55131,WI,washington county,43.3685,-88.2307,7,poultry,70.4,0,uninfected
55131,WI,washington county,43.3685,-88.2307,8,poultry,68.2,0,uninfected
55131,WI,washington county,43.3685,-88.2307,9,poultry,61.8,120,infected
55131,WI,washington county,43.3685,-88.2307,10,poultry,47.7,0,uninfected
55131,WI,washington county,43.3685,-88.2307,11,poultry,38.4,0,uninfected
55131,WI,washington county,43.3685,-88.2307,12,poultry,23.3,0,uninfected
55131,WI,washington county,43.3685,-88.2307,13,poultry,27.5,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,1,poultry,15.1,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,2,poultry,21.9,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,3,poultry,35,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,4,poultry,42,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,5,poultry,59.4,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,6,poultry,67.7,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,7,poultry,71.3,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,8,poultry,69.6,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,9,poultry,63,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,10,poultry,49.3,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,11,poultry,39.7,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,12,poultry,24.9,0,uninfected
55133,WI,waukesha county,43.0182,-88.3045,13,poultry,28.4,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,1,poultry,11.8,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,2,poultry,18.4,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,3,poultry,31.2,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,4,poultry,40.5,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,5,poultry,58.5,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,6,poultry,66.6,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,7,poultry,70,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,8,poultry,68.5,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,9,poultry,61.3,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,10,poultry,48.3,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,11,poultry,37.6,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,12,poultry,21.9,0,uninfected
55135,WI,waupaca county,44.4705,-88.9648,13,poultry,25.6,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,1,poultry,12,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,2,poultry,18.3,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,3,poultry,31.6,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,4,poultry,40.8,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,5,poultry,58.9,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,6,poultry,66.6,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,7,poultry,70.3,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,8,poultry,68.7,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,9,poultry,61.4,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,10,poultry,48.4,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,11,poultry,37.7,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,12,poultry,22.3,0,uninfected
55137,WI,waushara county,44.1131,-89.2429,13,poultry,25.8,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,1,poultry,12.9,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,2,poultry,19.8,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,3,poultry,32.3,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,4,poultry,41.4,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,5,poultry,59.3,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,6,poultry,67.3,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,7,poultry,70.7,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,8,poultry,69.5,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,9,poultry,61.9,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,10,poultry,48.8,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,11,poultry,38,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,12,poultry,23.4,0,uninfected
55139,WI,winnebago county,44.0689,-88.6447,13,poultry,26.3,0,uninfected
55141,WI,wood county,44.4553,-90.0416,1,poultry,9.1,0,uninfected
55141,WI,wood county,44.4553,-90.0416,2,poultry,15.1,0,uninfected
55141,WI,wood county,44.4553,-90.0416,3,poultry,29.9,0,uninfected
55141,WI,wood county,44.4553,-90.0416,4,poultry,39.7,0,uninfected
55141,WI,wood county,44.4553,-90.0416,5,poultry,58.3,0,uninfected
55141,WI,wood county,44.4553,-90.0416,6,poultry,65.6,0,uninfected
55141,WI,wood county,44.4553,-90.0416,7,poultry,69.6,0,uninfected
55141,WI,wood county,44.4553,-90.0416,8,poultry,67.8,0,uninfected
55141,WI,wood county,44.4553,-90.0416,9,poultry,60.6,0,uninfected
55141,WI,wood county,44.4553,-90.0416,10,poultry,47.5,0,uninfected
55141,WI,wood county,44.4553,-90.0416,11,poultry,35.5,0,uninfected
55141,WI,wood county,44.4553,-90.0416,12,poultry,19.4,0,uninfected
55141,WI,wood county,44.4553,-90.0416,13,poultry,22.7,0,uninfected
56001,WY,albany county,41.6544,-105.7239,1,poultry,23.2,0,uninfected
56001,WY,albany county,41.6544,-105.7239,2,poultry,19.2,0,uninfected
56001,WY,albany county,41.6544,-105.7239,3,poultry,29.8,0,uninfected
56001,WY,albany county,41.6544,-105.7239,4,poultry,36.3,0,uninfected
56001,WY,albany county,41.6544,-105.7239,5,poultry,45.9,0,uninfected
56001,WY,albany county,41.6544,-105.7239,6,poultry,59.1,0,uninfected
56001,WY,albany county,41.6544,-105.7239,7,poultry,66.8,0,uninfected
56001,WY,albany county,41.6544,-105.7239,8,poultry,64.5,0,uninfected
56001,WY,albany county,41.6544,-105.7239,9,poultry,58.1,0,uninfected
56001,WY,albany county,41.6544,-105.7239,10,poultry,43.2,0,uninfected
56001,WY,albany county,41.6544,-105.7239,11,poultry,26,0,uninfected
56001,WY,albany county,41.6544,-105.7239,12,poultry,22.9,0,uninfected
56001,WY,albany county,41.6544,-105.7239,13,poultry,20.6,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,1,poultry,21.8,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,2,poultry,21.3,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,3,poultry,33.7,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,4,poultry,36.5,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,5,poultry,48.8,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,6,poultry,60.7,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,7,poultry,71.1,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,8,poultry,69.6,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,9,poultry,61.6,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,10,poultry,46.2,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,11,poultry,22.9,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,12,poultry,17.8,0,uninfected
56003,WY,big horn county,44.5267,-107.9952,13,poultry,20.1,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,1,poultry,25.4,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,2,poultry,23.8,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,3,poultry,35.2,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,4,poultry,37.6,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,5,poultry,50.1,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,6,poultry,62.1,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,7,poultry,72.9,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,8,poultry,72.4,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,9,poultry,63.7,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,10,poultry,47.4,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,11,poultry,26.4,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,12,poultry,19,0,uninfected
56005,WY,campbell county,44.2483,-105.5483,13,poultry,23.5,0,uninfected
56007,WY,carbon county,41.6946,-106.9307,1,poultry,23.2,0,uninfected
56007,WY,carbon county,41.6946,-106.9307,2,poultry,19.3,0,uninfected
